price_lakhs,area_sqft,bedrooms,bathrooms,location,property_type,furnishing,parking,year_built,city,property_age,age_decade,is_new_build,area_per_bedroom,bath_to_bed_ratio,price_per_sqft,size_category,price_segment,value_score,has_parking,amenity_score,city_tier,city_avg_price,location_price_rank
89.64,545,1,1,Worli,Apartment,Furnished,0,2012,Mumbai,14,2010,0,545.0,1.0,16447.71,Compact,Mid-Range,6.08,0,1.0,1,145.65,1
54.14,1059,4,3,Koramangala,Apartment,Semi-Furnished,1,2019,Bangalore,7,2010,1,264.8,0.75,5112.37,Medium,Mid-Range,19.56,1,1.5,1,84.53,9
101.5,2439,4,5,Electronic City,Villa,Unfurnished,1,2013,Bangalore,13,2010,0,609.8,1.25,4161.54,Large,Premium,24.03,1,1.0,1,84.53,10
65.72,500,1,1,Worli,Apartment,Unfurnished,1,2004,Mumbai,22,2000,0,500.0,1.0,13144.0,Compact,Mid-Range,7.61,1,1.0,1,145.65,1
67.45,1369,4,3,Whitefield,Villa,Unfurnished,1,2011,Bangalore,15,2010,0,342.2,0.75,4926.95,Medium,Mid-Range,20.3,1,1.0,1,84.53,11
46.72,572,1,1,Banjara Hills,Apartment,Semi-Furnished,0,2005,Hyderabad,21,2000,0,572.0,1.0,8167.83,Compact,Affordable,12.24,0,0.5,2,76.19,15
38.04,637,4,4,OMR,Apartment,Unfurnished,1,2008,Chennai,18,2000,0,159.2,1.0,5971.74,Compact,Affordable,16.75,1,1.0,2,71.75,29
45.22,671,2,2,BTM Layout,Apartment,Furnished,0,2000,Bangalore,26,2000,0,335.5,1.0,6739.2,Compact,Affordable,14.84,0,1.0,1,84.53,14
42.87,1342,4,3,Kothrud,Independent House,Furnished,1,1998,Pune,28,1990,0,335.5,0.75,3194.49,Medium,Affordable,31.3,1,2.0,2,72.89,31
82.11,2841,2,1,Pimpri,Independent House,Unfurnished,1,2014,Pune,12,2010,0,1420.5,0.5,2890.18,Extra Large,Mid-Range,34.6,1,1.0,2,72.89,39
71.01,2180,1,2,Tambaram,Independent House,Furnished,0,2014,Chennai,12,2010,0,2180.0,2.0,3257.34,Large,Mid-Range,30.7,0,1.0,2,71.75,40
94.38,2628,2,2,Gachibowli,Villa,Semi-Furnished,1,1996,Hyderabad,30,1990,0,1314.0,1.0,3591.32,Large,Mid-Range,27.84,1,1.5,2,76.19,16
92.54,2417,1,1,BTM Layout,Villa,Furnished,1,1997,Bangalore,29,1990,0,2417.0,1.0,3828.71,Large,Mid-Range,26.12,1,2.0,1,84.53,14
67.11,1979,3,3,Begumpet,Villa,Unfurnished,1,2004,Hyderabad,22,2000,0,659.7,1.0,3391.11,Large,Mid-Range,29.49,1,1.0,2,76.19,35
108.06,2847,2,1,Begumpet,Independent House,Unfurnished,1,2022,Hyderabad,4,2020,1,1423.5,0.5,3795.57,Extra Large,Premium,26.35,1,1.0,2,76.19,35
213.09,2331,3,3,Andheri,Independent House,Furnished,1,2016,Mumbai,10,2010,0,777.0,1.0,9141.57,Large,Luxury,10.94,1,2.0,1,145.65,3
83.06,2090,4,4,Indiranagar,Apartment,Semi-Furnished,2,1995,Bangalore,31,1990,0,522.5,1.0,3974.16,Large,Mid-Range,25.16,1,2.5,1,84.53,12
93.91,2028,2,2,Banjara Hills,Villa,Furnished,1,2024,Hyderabad,2,2020,1,1014.0,1.0,4630.67,Large,Mid-Range,21.6,1,2.0,2,76.19,15
58.71,1044,2,2,Navi Mumbai,Apartment,Furnished,1,2002,Mumbai,24,2000,0,522.0,1.0,5623.56,Medium,Mid-Range,17.78,1,2.0,1,145.65,8
79.05,2556,2,2,LB Nagar,Independent House,Furnished,0,2010,Hyderabad,16,2010,0,1278.0,1.0,3092.72,Large,Mid-Range,32.33,0,1.0,2,76.19,38
78.14,855,2,2,Koramangala,Apartment,Furnished,1,2022,Bangalore,4,2020,1,427.5,1.0,9139.18,Compact,Mid-Range,10.94,1,2.0,1,84.53,9
66.76,1265,3,3,Hinjewadi,Apartment,Furnished,1,2011,Pune,15,2010,0,421.7,1.0,5277.47,Medium,Mid-Range,18.95,1,2.0,2,72.89,25
72.4,870,3,3,Bandra,Apartment,Unfurnished,1,2004,Mumbai,22,2000,0,290.0,1.0,8321.84,Compact,Mid-Range,12.02,1,1.0,1,145.65,2
89.72,2376,4,4,OMR,Independent House,Furnished,2,2007,Chennai,19,2000,0,594.0,1.0,3776.09,Large,Mid-Range,26.48,1,3.0,2,71.75,29
59.47,1049,4,4,Hitech City,Apartment,Furnished,2,2006,Hyderabad,20,2000,0,262.2,1.0,5669.21,Medium,Mid-Range,17.64,1,3.0,2,76.19,17
87.69,2224,4,5,JP Nagar,Apartment,Semi-Furnished,1,2010,Bangalore,16,2010,0,556.0,1.25,3942.9,Large,Mid-Range,25.36,1,1.5,1,84.53,13
90.35,800,2,2,Andheri,Apartment,Unfurnished,1,2022,Mumbai,4,2020,1,400.0,1.0,11293.75,Compact,Mid-Range,8.85,1,1.0,1,145.65,3
90.33,2837,4,4,Kukatpally,Independent House,Unfurnished,0,2007,Hyderabad,19,2000,0,709.2,1.0,3184.0,Extra Large,Mid-Range,31.41,0,0.0,2,76.19,24
73.73,1387,3,2,Indiranagar,Independent House,Semi-Furnished,1,2017,Bangalore,9,2010,0,462.3,0.67,5315.79,Medium,Mid-Range,18.81,1,1.5,1,84.53,12
96.49,2658,2,2,Hitech City,Apartment,Semi-Furnished,1,2015,Hyderabad,11,2010,0,1329.0,1.0,3630.17,Large,Mid-Range,27.55,1,1.5,2,76.19,17
87.07,1813,1,1,Banjara Hills,Villa,Semi-Furnished,0,2004,Hyderabad,22,2000,0,1813.0,1.0,4802.54,Large,Mid-Range,20.82,0,0.5,2,76.19,15
200.55,1949,3,3,Worli,Independent House,Unfurnished,2,2011,Mumbai,15,2010,0,649.7,1.0,10289.89,Large,Luxury,9.72,1,2.0,1,145.65,1
28.57,500,2,3,Anna Nagar,Apartment,Unfurnished,1,1999,Chennai,27,1990,0,250.0,1.5,5714.0,Compact,Affordable,17.5,1,1.0,2,71.75,22
68.09,1346,1,1,Whitefield,Apartment,Unfurnished,1,2009,Bangalore,17,2000,0,1346.0,1.0,5058.69,Medium,Mid-Range,19.77,1,1.0,1,84.53,11
91.94,2054,3,4,Yelahanka,Villa,Furnished,2,2000,Bangalore,26,2000,0,684.7,1.33,4476.14,Large,Mid-Range,22.34,1,3.0,1,84.53,19
63.31,500,1,1,Powai,Apartment,Furnished,2,2020,Mumbai,6,2020,1,500.0,1.0,12662.0,Compact,Mid-Range,7.9,1,3.0,1,145.65,4
92.71,2235,1,1,Whitefield,Villa,Unfurnished,0,2022,Bangalore,4,2020,1,2235.0,1.0,4148.1,Large,Mid-Range,24.11,0,0.0,1,84.53,11
88.51,2157,1,2,T Nagar,Independent House,Semi-Furnished,1,2023,Chennai,3,2020,1,2157.0,2.0,4103.38,Large,Mid-Range,24.37,1,1.5,2,71.75,36
175.31,2619,3,2,Borivali,Villa,Unfurnished,1,1995,Mumbai,31,1990,0,873.0,0.67,6693.78,Large,Luxury,14.94,1,1.0,1,145.65,7
94.89,2147,2,2,Electronic City,Independent House,Semi-Furnished,1,1999,Bangalore,27,1990,0,1073.5,1.0,4419.66,Large,Mid-Range,22.63,1,1.5,1,84.53,10
116.53,1602,2,2,Thane,Independent House,Semi-Furnished,1,2021,Mumbai,5,2020,1,801.0,1.0,7274.03,Medium,Premium,13.75,1,1.5,1,145.65,6
29.3,541,4,4,Gachibowli,Apartment,Semi-Furnished,2,2024,Hyderabad,2,2020,1,135.2,1.0,5415.9,Compact,Affordable,18.46,1,2.5,2,76.19,16
71.91,2074,3,3,Porur,Independent House,Semi-Furnished,1,2020,Chennai,6,2020,1,691.3,1.0,3467.21,Large,Mid-Range,28.84,1,1.5,2,71.75,37
70.07,1100,1,1,BTM Layout,Apartment,Semi-Furnished,1,2016,Bangalore,10,2010,0,1100.0,1.0,6370.0,Medium,Mid-Range,15.7,1,1.5,1,84.53,14
59.7,1335,1,1,Whitefield,Apartment,Unfurnished,1,2003,Bangalore,23,2000,0,1335.0,1.0,4471.91,Medium,Mid-Range,22.36,1,1.0,1,84.53,11
42.8,845,4,5,Madhapur,Apartment,Furnished,0,2021,Hyderabad,5,2020,1,211.2,1.25,5065.09,Compact,Affordable,19.74,0,1.0,2,76.19,26
34.67,905,1,1,Anna Nagar,Apartment,Semi-Furnished,1,1996,Chennai,30,1990,0,905.0,1.0,3830.94,Compact,Affordable,26.1,1,1.5,2,71.75,22
72.6,1607,2,1,Anna Nagar,Independent House,Furnished,1,2015,Chennai,11,2010,0,803.5,0.5,4517.73,Medium,Mid-Range,22.13,1,2.0,2,71.75,22
80.66,2364,4,4,Hitech City,Apartment,Semi-Furnished,1,2007,Hyderabad,19,2000,0,591.0,1.0,3412.01,Large,Mid-Range,29.31,1,1.5,2,76.19,17
57.45,1022,3,3,Banjara Hills,Apartment,Furnished,1,2013,Hyderabad,13,2010,0,340.7,1.0,5621.33,Medium,Mid-Range,17.79,1,2.0,2,76.19,15
127.65,1704,2,2,Navi Mumbai,Independent House,Unfurnished,2,2015,Mumbai,11,2010,0,852.0,1.0,7491.2,Medium,Premium,13.35,1,2.0,1,145.65,8
55.51,1630,4,3,Velachery,Apartment,Unfurnished,1,2005,Chennai,21,2000,0,407.5,0.75,3405.52,Medium,Mid-Range,29.36,1,1.0,2,71.75,33
169.46,2207,2,2,Worli,Independent House,Furnished,1,1999,Mumbai,27,1990,0,1103.5,1.0,7678.3,Large,Luxury,13.02,1,2.0,1,145.65,1
71.04,1355,3,3,Madhapur,Independent House,Semi-Furnished,1,2023,Hyderabad,3,2020,1,451.7,1.0,5242.8,Medium,Mid-Range,19.07,1,1.5,2,76.19,26
111.68,3625,2,2,BTM Layout,Villa,Unfurnished,2,2002,Bangalore,24,2000,0,1812.5,1.0,3080.83,Extra Large,Premium,32.46,1,2.0,1,84.53,14
98.36,2766,3,4,T Nagar,Villa,Furnished,1,2011,Chennai,15,2010,0,922.0,1.33,3556.04,Large,Mid-Range,28.12,1,2.0,2,71.75,36
79.74,2497,4,3,Sholinganallur,Independent House,Unfurnished,1,1999,Chennai,27,1990,0,624.2,0.75,3193.43,Large,Mid-Range,31.31,1,1.0,2,71.75,27
76.92,1638,2,1,Electronic City,Apartment,Semi-Furnished,1,2009,Bangalore,17,2000,0,819.0,0.5,4695.97,Medium,Mid-Range,21.29,1,1.5,1,84.53,10
35.6,500,1,1,Yelahanka,Apartment,Furnished,1,1995,Bangalore,31,1990,0,500.0,1.0,7120.0,Compact,Affordable,14.04,1,2.0,1,84.53,19
73.44,1318,2,2,Koramangala,Apartment,Semi-Furnished,0,2008,Bangalore,18,2000,0,659.0,1.0,5572.08,Medium,Mid-Range,17.95,0,0.5,1,84.53,9
53.28,830,2,1,Whitefield,Apartment,Semi-Furnished,2,2011,Bangalore,15,2010,0,415.0,0.5,6419.28,Compact,Mid-Range,15.58,1,2.5,1,84.53,11
59.87,1771,3,4,Hadapsar,Villa,Furnished,1,2021,Pune,5,2020,1,590.3,1.33,3380.58,Medium,Mid-Range,29.58,1,2.0,2,72.89,34
38.0,829,1,1,Kondapur,Apartment,Unfurnished,1,2021,Hyderabad,5,2020,1,829.0,1.0,4583.84,Compact,Affordable,21.82,1,1.0,2,76.19,32
42.56,806,4,4,JP Nagar,Apartment,Unfurnished,1,1995,Bangalore,31,1990,0,201.5,1.0,5280.4,Compact,Affordable,18.94,1,1.0,1,84.53,13
52.4,1022,3,3,Hebbal,Apartment,Furnished,2,1995,Bangalore,31,1990,0,340.7,1.0,5127.2,Medium,Mid-Range,19.5,1,3.0,1,84.53,18
50.46,924,3,3,Banjara Hills,Apartment,Semi-Furnished,2,2018,Hyderabad,8,2010,1,308.0,1.0,5461.04,Compact,Mid-Range,18.31,1,2.5,2,76.19,15
88.43,2002,3,3,JP Nagar,Villa,Unfurnished,0,1995,Bangalore,31,1990,0,667.3,1.0,4417.08,Large,Mid-Range,22.64,0,0.0,1,84.53,13
89.24,1886,1,1,Madhapur,Villa,Semi-Furnished,0,2005,Hyderabad,21,2000,0,1886.0,1.0,4731.71,Large,Mid-Range,21.13,0,0.5,2,76.19,26
43.47,902,1,1,Porur,Apartment,Furnished,1,2020,Chennai,6,2020,1,902.0,1.0,4819.29,Compact,Affordable,20.75,1,2.0,2,71.75,37
96.74,3072,2,2,Viman Nagar,Apartment,Unfurnished,2,2003,Pune,23,2000,0,1536.0,1.0,3149.09,Extra Large,Mid-Range,31.76,1,2.0,2,72.89,20
41.86,559,4,5,Thane,Apartment,Unfurnished,1,1996,Mumbai,30,1990,0,139.8,1.25,7488.37,Compact,Affordable,13.35,1,1.0,1,145.65,6
82.81,2281,3,4,LB Nagar,Independent House,Furnished,1,2003,Hyderabad,23,2000,0,760.3,1.33,3630.43,Large,Mid-Range,27.54,1,2.0,2,76.19,38
44.43,1192,4,4,Kothrud,Independent House,Furnished,1,2006,Pune,20,2000,0,298.0,1.0,3727.35,Medium,Affordable,26.83,1,2.0,2,72.89,31
63.58,1189,4,4,Hadapsar,Independent House,Unfurnished,1,2017,Pune,9,2010,0,297.2,1.0,5347.35,Medium,Mid-Range,18.7,1,1.0,2,72.89,34
167.73,2249,2,1,Andheri,Apartment,Semi-Furnished,1,2018,Mumbai,8,2010,1,1124.5,0.5,7457.98,Large,Luxury,13.41,1,1.5,1,145.65,3
44.06,781,2,2,LB Nagar,Apartment,Unfurnished,1,2017,Hyderabad,9,2010,0,390.5,1.0,5641.49,Compact,Affordable,17.73,1,1.0,2,76.19,38
29.06,500,1,1,Velachery,Apartment,Semi-Furnished,1,2019,Chennai,7,2010,1,500.0,1.0,5812.0,Compact,Affordable,17.21,1,1.5,2,71.75,33
109.53,2470,1,2,Electronic City,Villa,Semi-Furnished,1,2023,Bangalore,3,2020,1,2470.0,2.0,4434.41,Large,Premium,22.55,1,1.5,1,84.53,10
85.07,3083,2,2,Kukatpally,Villa,Semi-Furnished,0,2007,Hyderabad,19,2000,0,1541.5,1.0,2759.33,Extra Large,Mid-Range,36.24,0,0.5,2,76.19,24
48.77,929,2,2,Viman Nagar,Apartment,Furnished,2,2022,Pune,4,2020,1,464.5,1.0,5249.73,Compact,Affordable,19.05,1,3.0,2,72.89,20
125.61,3035,3,3,Whitefield,Independent House,Unfurnished,1,2016,Bangalore,10,2010,0,1011.7,1.0,4138.71,Extra Large,Premium,24.16,1,1.0,1,84.53,11
79.36,1727,3,3,Madhapur,Villa,Furnished,1,2019,Hyderabad,7,2010,1,575.7,1.0,4595.25,Medium,Mid-Range,21.76,1,2.0,2,76.19,26
177.03,2189,2,2,Goregaon,Independent House,Semi-Furnished,1,2002,Mumbai,24,2000,0,1094.5,1.0,8087.25,Large,Luxury,12.37,1,1.5,1,145.65,5
44.36,500,2,2,Gachibowli,Apartment,Semi-Furnished,1,2010,Hyderabad,16,2010,0,250.0,1.0,8872.0,Compact,Affordable,11.27,1,1.5,2,76.19,16
55.64,1628,2,3,Tambaram,Apartment,Unfurnished,1,2001,Chennai,25,2000,0,814.0,1.5,3417.69,Medium,Mid-Range,29.26,1,1.0,2,71.75,40
111.91,2914,3,3,Adyar,Independent House,Unfurnished,1,2009,Chennai,17,2000,0,971.3,1.0,3840.43,Extra Large,Premium,26.04,1,1.0,2,71.75,21
92.94,2772,4,4,Hebbal,Villa,Furnished,1,2009,Bangalore,17,2000,0,693.0,1.0,3352.81,Large,Mid-Range,29.83,1,2.0,1,84.53,18
51.02,1359,1,1,OMR,Independent House,Unfurnished,1,2021,Chennai,5,2020,1,1359.0,1.0,3754.23,Medium,Mid-Range,26.64,1,1.0,2,71.75,29
79.12,3406,2,2,Kothrud,Villa,Unfurnished,0,1999,Pune,27,1990,0,1703.0,1.0,2322.96,Extra Large,Mid-Range,43.05,0,0.0,2,72.89,31
104.4,2405,2,2,Kothrud,Independent House,Unfurnished,1,2013,Pune,13,2010,0,1202.5,1.0,4340.96,Large,Premium,23.04,1,1.0,2,72.89,31
98.01,2053,3,3,Koramangala,Apartment,Furnished,1,2014,Bangalore,12,2010,0,684.3,1.0,4773.99,Large,Mid-Range,20.95,1,2.0,1,84.53,9
60.42,1797,2,2,Hebbal,Villa,Unfurnished,2,2005,Bangalore,21,2000,0,898.5,1.0,3362.27,Medium,Mid-Range,29.74,1,2.0,1,84.53,18
39.92,792,1,1,Indiranagar,Apartment,Furnished,0,2021,Bangalore,5,2020,1,792.0,1.0,5040.4,Compact,Affordable,19.84,0,1.0,1,84.53,12
20.11,500,3,3,Kukatpally,Apartment,Unfurnished,2,2023,Hyderabad,3,2020,1,166.7,1.0,4022.0,Compact,Affordable,24.86,1,2.0,2,76.19,24
55.48,824,2,2,Kondapur,Apartment,Semi-Furnished,1,2003,Hyderabad,23,2000,0,412.0,1.0,6733.01,Compact,Mid-Range,14.85,1,1.5,2,76.19,32
68.71,1975,2,2,Hadapsar,Independent House,Furnished,2,2002,Pune,24,2000,0,987.5,1.0,3478.99,Large,Mid-Range,28.74,1,3.0,2,72.89,34
57.62,1426,1,1,Indiranagar,Apartment,Semi-Furnished,1,2003,Bangalore,23,2000,0,1426.0,1.0,4040.67,Medium,Mid-Range,24.75,1,1.5,1,84.53,12
55.77,1110,2,2,Koregaon Park,Apartment,Semi-Furnished,2,2009,Pune,17,2000,0,555.0,1.0,5024.32,Medium,Mid-Range,19.9,1,2.5,2,72.89,23
75.44,2245,1,1,Baner,Villa,Furnished,1,2006,Pune,20,2000,0,2245.0,1.0,3360.36,Large,Mid-Range,29.76,1,2.0,2,72.89,30
89.75,912,1,1,Borivali,Apartment,Semi-Furnished,1,2012,Mumbai,14,2010,0,912.0,1.0,9841.01,Compact,Mid-Range,10.16,1,1.5,1,145.65,7
34.07,639,4,3,Borivali,Apartment,Unfurnished,0,2024,Mumbai,2,2020,1,159.8,0.75,5331.77,Compact,Affordable,18.76,0,0.0,1,145.65,7
117.3,3599,2,2,Viman Nagar,Independent House,Unfurnished,1,2010,Pune,16,2010,0,1799.5,1.0,3259.24,Extra Large,Premium,30.68,1,1.0,2,72.89,20
57.16,1016,1,1,T Nagar,Apartment,Semi-Furnished,0,2021,Chennai,5,2020,1,1016.0,1.0,5625.98,Medium,Mid-Range,17.77,0,0.5,2,71.75,36
33.25,883,1,1,Hebbal,Independent House,Semi-Furnished,2,2018,Bangalore,8,2010,1,883.0,1.0,3765.57,Compact,Affordable,26.56,1,2.5,1,84.53,18
90.42,2223,2,2,Hadapsar,Villa,Unfurnished,2,2002,Pune,24,2000,0,1111.5,1.0,4067.48,Large,Mid-Range,24.59,1,2.0,2,72.89,34
158.05,1727,4,3,Andheri,Villa,Unfurnished,2,2009,Mumbai,17,2000,0,431.8,0.75,9151.71,Medium,Luxury,10.93,1,2.0,1,145.65,3
71.7,1747,4,4,T Nagar,Villa,Furnished,1,2012,Chennai,14,2010,0,436.8,1.0,4104.18,Medium,Mid-Range,24.37,1,2.0,2,71.75,36
83.42,2324,2,2,Sholinganallur,Villa,Unfurnished,1,2007,Chennai,19,2000,0,1162.0,1.0,3589.5,Large,Mid-Range,27.86,1,1.0,2,71.75,27
88.66,1721,2,2,Baner,Independent House,Semi-Furnished,1,2018,Pune,8,2010,1,860.5,1.0,5151.66,Medium,Mid-Range,19.41,1,1.5,2,72.89,30
45.23,500,3,3,Koregaon Park,Apartment,Semi-Furnished,0,2014,Pune,12,2010,0,166.7,1.0,9046.0,Compact,Affordable,11.05,0,0.5,2,72.89,23
91.03,764,1,1,Goregaon,Apartment,Semi-Furnished,2,2019,Mumbai,7,2010,1,764.0,1.0,11914.92,Compact,Mid-Range,8.39,1,2.5,1,145.65,5
95.59,2662,4,3,Banjara Hills,Independent House,Semi-Furnished,1,1999,Hyderabad,27,1990,0,665.5,0.75,3590.91,Large,Mid-Range,27.85,1,1.5,2,76.19,15
85.06,2048,4,4,JP Nagar,Independent House,Unfurnished,1,2007,Bangalore,19,2000,0,512.0,1.0,4153.32,Large,Mid-Range,24.08,1,1.0,1,84.53,13
111.36,2993,3,3,Whitefield,Villa,Unfurnished,1,2004,Bangalore,22,2000,0,997.7,1.0,3720.68,Extra Large,Premium,26.88,1,1.0,1,84.53,11
64.36,1378,2,3,BTM Layout,Apartment,Unfurnished,2,2006,Bangalore,20,2000,0,689.0,1.5,4670.54,Medium,Mid-Range,21.41,1,2.0,1,84.53,14
75.01,1512,2,2,Baner,Villa,Semi-Furnished,1,2011,Pune,15,2010,0,756.0,1.0,4960.98,Medium,Mid-Range,20.16,1,1.5,2,72.89,30
73.85,1938,2,3,Hitech City,Apartment,Unfurnished,1,2022,Hyderabad,4,2020,1,969.0,1.5,3810.63,Large,Mid-Range,26.24,1,1.0,2,76.19,17
152.7,1336,4,4,Bandra,Independent House,Unfurnished,1,2015,Mumbai,11,2010,0,334.0,1.0,11429.64,Medium,Luxury,8.75,1,1.0,1,145.65,2
91.6,1649,1,1,JP Nagar,Independent House,Furnished,2,2014,Bangalore,12,2010,0,1649.0,1.0,5554.88,Medium,Mid-Range,18.0,1,3.0,1,84.53,13
80.17,1583,1,1,Kondapur,Apartment,Furnished,2,2003,Hyderabad,23,2000,0,1583.0,1.0,5064.43,Medium,Mid-Range,19.75,1,3.0,2,76.19,32
78.28,1818,2,2,BTM Layout,Independent House,Furnished,2,2009,Bangalore,17,2000,0,909.0,1.0,4305.83,Large,Mid-Range,23.22,1,3.0,1,84.53,14
32.98,500,4,4,Kukatpally,Apartment,Semi-Furnished,2,2010,Hyderabad,16,2010,0,125.0,1.0,6596.0,Compact,Affordable,15.16,1,2.5,2,76.19,24
36.27,500,1,1,Madhapur,Apartment,Furnished,0,2010,Hyderabad,16,2010,0,500.0,1.0,7254.0,Compact,Affordable,13.79,0,1.0,2,76.19,26
107.9,2814,3,3,Electronic City,Villa,Unfurnished,1,2017,Bangalore,9,2010,0,938.0,1.0,3834.4,Extra Large,Premium,26.08,1,1.0,1,84.53,10
79.05,1887,2,2,Kukatpally,Independent House,Semi-Furnished,1,2018,Hyderabad,8,2010,1,943.5,1.0,4189.19,Large,Mid-Range,23.87,1,1.5,2,76.19,24
74.58,2189,1,1,Anna Nagar,Villa,Unfurnished,1,2005,Chennai,21,2000,0,2189.0,1.0,3407.04,Large,Mid-Range,29.35,1,1.0,2,71.75,22
75.79,1847,1,1,Electronic City,Villa,Furnished,2,2004,Bangalore,22,2000,0,1847.0,1.0,4103.41,Large,Mid-Range,24.37,1,3.0,1,84.53,10
99.52,2349,3,3,BTM Layout,Independent House,Furnished,1,2021,Bangalore,5,2020,1,783.0,1.0,4236.7,Large,Mid-Range,23.6,1,2.0,1,84.53,14
181.35,2972,3,4,Powai,Villa,Semi-Furnished,0,1998,Mumbai,28,1990,0,990.7,1.33,6101.95,Extra Large,Luxury,16.39,0,0.5,1,145.65,4
37.22,763,1,2,Hebbal,Apartment,Semi-Furnished,0,2004,Bangalore,22,2000,0,763.0,2.0,4878.11,Compact,Affordable,20.5,0,0.5,1,84.53,18
65.89,1918,3,2,BTM Layout,Independent House,Furnished,1,1995,Bangalore,31,1990,0,639.3,0.67,3435.35,Large,Mid-Range,29.11,1,2.0,1,84.53,14
86.65,2275,1,1,Velachery,Independent House,Unfurnished,2,2009,Chennai,17,2000,0,2275.0,1.0,3808.79,Large,Mid-Range,26.26,1,2.0,2,71.75,33
95.01,2103,2,1,Yelahanka,Independent House,Unfurnished,2,2012,Bangalore,14,2010,0,1051.5,0.5,4517.83,Large,Mid-Range,22.13,1,2.0,1,84.53,19
128.31,3020,2,3,Koramangala,Independent House,Unfurnished,1,2005,Bangalore,21,2000,0,1510.0,1.5,4248.68,Extra Large,Premium,23.54,1,1.0,1,84.53,9
134.12,1457,3,2,Bandra,Apartment,Unfurnished,1,1996,Mumbai,30,1990,0,485.7,0.67,9205.22,Medium,Premium,10.86,1,1.0,1,145.65,2
96.93,2913,4,4,OMR,Villa,Semi-Furnished,2,2011,Chennai,15,2010,0,728.2,1.0,3327.5,Extra Large,Mid-Range,30.05,1,2.5,2,71.75,29
65.23,1292,3,3,Gachibowli,Apartment,Furnished,1,2011,Hyderabad,15,2010,0,430.7,1.0,5048.76,Medium,Mid-Range,19.81,1,2.0,2,76.19,16
63.78,1536,2,2,Baner,Independent House,Unfurnished,1,2013,Pune,13,2010,0,768.0,1.0,4152.34,Medium,Mid-Range,24.08,1,1.0,2,72.89,30
83.9,2245,4,3,Viman Nagar,Villa,Semi-Furnished,2,2012,Pune,14,2010,0,561.2,0.75,3737.19,Large,Mid-Range,26.76,1,2.5,2,72.89,20
58.04,920,2,2,Hinjewadi,Villa,Furnished,1,2018,Pune,8,2010,1,460.0,1.0,6308.7,Compact,Mid-Range,15.85,1,2.0,2,72.89,25
52.22,1087,2,1,Hitech City,Apartment,Furnished,1,2007,Hyderabad,19,2000,0,543.5,0.5,4804.05,Medium,Mid-Range,20.82,1,2.0,2,76.19,17
64.4,1558,3,4,BTM Layout,Independent House,Furnished,0,2005,Bangalore,21,2000,0,519.3,1.33,4133.5,Medium,Mid-Range,24.19,0,1.0,1,84.53,14
114.48,2954,4,4,Kondapur,Villa,Unfurnished,1,2009,Hyderabad,17,2000,0,738.5,1.0,3875.42,Extra Large,Premium,25.8,1,1.0,2,76.19,32
60.71,2050,1,1,Pimpri,Villa,Unfurnished,1,2007,Pune,19,2000,0,2050.0,1.0,2961.46,Large,Mid-Range,33.77,1,1.0,2,72.89,39
91.34,2876,2,2,Begumpet,Independent House,Furnished,1,2003,Hyderabad,23,2000,0,1438.0,1.0,3175.94,Extra Large,Mid-Range,31.49,1,2.0,2,76.19,35
132.16,1623,3,2,Worli,Independent House,Semi-Furnished,2,2006,Mumbai,20,2000,0,541.0,0.67,8142.95,Medium,Premium,12.28,1,2.5,1,145.65,1
80.54,1831,2,3,Gachibowli,Independent House,Unfurnished,0,2018,Hyderabad,8,2010,1,915.5,1.5,4398.69,Large,Mid-Range,22.73,0,0.0,2,76.19,16
53.57,825,3,3,Viman Nagar,Apartment,Furnished,1,2019,Pune,7,2010,1,275.0,1.0,6493.33,Compact,Mid-Range,15.4,1,2.0,2,72.89,20
92.54,3068,1,2,Sholinganallur,Villa,Unfurnished,0,2016,Chennai,10,2010,0,3068.0,2.0,3016.3,Extra Large,Mid-Range,33.15,0,0.0,2,71.75,27
97.05,2428,2,1,Hinjewadi,Independent House,Semi-Furnished,0,2020,Pune,6,2020,1,1214.0,0.5,3997.12,Large,Mid-Range,25.02,0,0.5,2,72.89,25
91.66,1906,2,1,Indiranagar,Independent House,Unfurnished,2,2008,Bangalore,18,2000,0,953.0,0.5,4809.02,Large,Mid-Range,20.79,1,2.0,1,84.53,12
76.43,2027,4,4,T Nagar,Independent House,Semi-Furnished,1,2022,Chennai,4,2020,1,506.8,1.0,3770.6,Large,Mid-Range,26.52,1,1.5,2,71.75,36
73.3,1012,1,1,Electronic City,Apartment,Semi-Furnished,1,2021,Bangalore,5,2020,1,1012.0,1.0,7243.08,Medium,Mid-Range,13.81,1,1.5,1,84.53,10
110.76,3113,1,1,Gachibowli,Villa,Semi-Furnished,2,1997,Hyderabad,29,1990,0,3113.0,1.0,3557.98,Extra Large,Premium,28.11,1,2.5,2,76.19,16
100.68,3029,1,1,JP Nagar,Independent House,Semi-Furnished,0,1995,Bangalore,31,1990,0,3029.0,1.0,3323.87,Extra Large,Premium,30.09,0,0.5,1,84.53,13
87.96,2128,2,2,Anna Nagar,Independent House,Semi-Furnished,2,1999,Chennai,27,1990,0,1064.0,1.0,4133.46,Large,Mid-Range,24.19,1,2.5,2,71.75,22
36.54,549,3,2,BTM Layout,Apartment,Semi-Furnished,0,2023,Bangalore,3,2020,1,183.0,0.67,6655.74,Compact,Affordable,15.02,0,0.5,1,84.53,14
