property_id,location,property_type,bedrooms,bathrooms,area_sqft,price_lakhs,price_per_sqft,year_built,property_age,status,furnishing,parking,city,date_listed,date_sold,days_on_market,listing_month,listing_quarter,listing_year
1033,Indiranagar,Apartment,2,1,1222,84.54,6918.2,2011,13,Sold,Unfurnished,2,Bangalore,2023-10-03,2024-01-04,93.0,10,4,2023
1034,Bannerghatta Road,Apartment,1,2,918,49.92,5437.51,2021,3,Available,Furnished,1,Bangalore,2022-04-19,,,4,2,2022
1035,Koramangala,Apartment,2,1,602,56.08,9315.85,2021,3,Sold,Unfurnished,1,Bangalore,2023-11-10,2024-02-14,96.0,11,4,2023
1036,Bannerghatta Road,Apartment,4,3,1431,91.48,6392.7,2017,7,Sold,Furnished,1,Bangalore,2022-07-19,2022-09-06,49.0,7,3,2022
1037,Whitefield,Apartment,2,3,1459,89.56,6138.21,2024,0,Available,Furnished,0,Bangalore,2023-02-08,,,2,1,2023
1038,Electronic City,Apartment,4,1,1658,76.28,4601.01,2024,0,Sold,Unfurnished,1,Bangalore,2023-01-15,2023-06-18,154.0,1,1,2023
1039,Hebbal,Apartment,2,2,2669,173.56,6502.84,2016,8,Sold,Unfurnished,1,Bangalore,2023-05-18,2023-09-28,133.0,5,2,2023
1040,Whitefield,Apartment,3,3,917,57.07,6223.14,2011,13,Available,Unfurnished,1,Bangalore,2023-05-30,,,5,2,2023
1041,Electronic City,Villa,2,1,3664,173.49,4735.1,2015,9,Sold,Furnished,2,Bangalore,2023-08-23,2023-09-23,31.0,8,3,2023
1042,HSR Layout,Apartment,2,3,1216,85.41,7023.63,2018,6,Sold,Unfurnished,2,Bangalore,2022-11-20,2023-03-15,115.0,11,4,2022
1043,BTM Layout,Villa,2,2,972,60.85,6260.07,2007,17,Sold,Unfurnished,0,Bangalore,2023-02-24,2023-06-17,113.0,2,1,2023
1044,Koramangala,Villa,1,2,1319,122.84,9312.77,2010,14,Available,Semi-Furnished,0,Bangalore,2023-03-20,,,3,1,2023
1045,Marathahalli,Independent House,4,3,1536,95.55,6220.55,2008,16,Sold,Semi-Furnished,1,Bangalore,2022-02-26,2022-04-21,54.0,2,1,2022
1046,Electronic City,Villa,2,2,1016,58.39,5747.42,2010,14,Available,Furnished,1,Bangalore,2023-08-02,,,8,3,2023
1047,BTM Layout,Apartment,2,2,1593,94.04,5903.11,2008,16,Sold,Unfurnished,0,Bangalore,2023-01-31,2023-03-25,53.0,1,1,2023
1048,Koramangala,Apartment,2,2,1249,102.98,8245.4,2005,19,Sold,Unfurnished,1,Bangalore,2023-01-04,2023-04-21,107.0,1,1,2023
1049,BTM Layout,Villa,3,2,3810,224.14,5883.03,2004,20,Sold,Semi-Furnished,0,Bangalore,2023-04-24,2023-07-11,78.0,4,2,2023
1050,Marathahalli,Apartment,2,4,586,37.19,6345.73,2000,24,Sold,Semi-Furnished,1,Bangalore,2023-11-12,2024-01-24,73.0,11,4,2023
1051,Jayanagar,Villa,4,3,3760,240.76,6403.3,2012,12,Sold,Furnished,0,Bangalore,2023-07-04,2023-09-09,67.0,7,3,2023
1052,Marathahalli,Apartment,3,4,681,44.23,6494.47,2018,6,Sold,Semi-Furnished,1,Bangalore,2023-06-07,2023-09-26,111.0,6,2,2023
1053,Electronic City,Villa,3,3,3282,185.01,5637.02,2005,19,Under Negotiation,Furnished,2,Bangalore,2023-12-06,,,12,4,2023
1054,Indiranagar,Apartment,2,3,3614,254.47,7041.1,2005,19,Sold,Furnished,0,Bangalore,2023-05-24,2023-08-15,83.0,5,2,2023
1055,Yelahanka,Apartment,3,4,2557,166.41,6508.09,2017,7,Sold,Semi-Furnished,0,Bangalore,2023-11-20,2024-04-13,145.0,11,4,2023
1056,Marathahalli,Villa,4,3,3917,259.13,6615.51,2005,19,Sold,Furnished,1,Bangalore,2023-10-18,2023-11-02,15.0,10,4,2023
1057,Jayanagar,Apartment,3,4,707,48.8,6902.15,2022,2,Sold,Unfurnished,1,Bangalore,2022-12-24,2023-05-26,153.0,12,4,2022
1058,BTM Layout,Apartment,3,1,3080,159.78,5187.78,2007,17,Under Negotiation,Unfurnished,1,Bangalore,2022-02-27,,,2,1,2022
1059,Whitefield,Apartment,3,1,2189,130.79,5974.81,2009,15,Sold,Furnished,0,Bangalore,2022-12-08,2023-03-03,85.0,12,4,2022
1060,Hebbal,Apartment,2,2,2979,175.52,5891.87,2005,19,Sold,Unfurnished,1,Bangalore,2023-08-26,2023-12-08,104.0,8,3,2023
1061,Indiranagar,Apartment,4,3,1744,149.48,8571.09,2004,20,Available,Unfurnished,1,Bangalore,2023-06-21,,,6,2,2023
1062,Yelahanka,Independent House,5,2,1447,85.41,5902.27,2024,0,Sold,Unfurnished,1,Bangalore,2023-08-01,2023-10-12,72.0,8,3,2023
1063,Marathahalli,Villa,4,3,2951,182.12,6171.46,2006,18,Under Negotiation,Furnished,0,Bangalore,2022-04-27,,,4,2,2022
1064,HSR Layout,Independent House,2,3,3370,241.44,7164.52,2010,14,Sold,Semi-Furnished,0,Bangalore,2023-06-20,2023-08-08,49.0,6,2,2023
1065,BTM Layout,Apartment,4,1,2500,154.22,6168.63,2018,6,Sold,Furnished,1,Bangalore,2023-12-31,2024-05-08,129.0,12,4,2023
1066,HSR Layout,Apartment,2,4,1477,98.44,6665.02,2001,23,Sold,Semi-Furnished,1,Bangalore,2022-09-16,2022-10-07,21.0,9,3,2022
1067,Koramangala,Independent House,2,3,1500,114.29,7619.37,2006,18,Sold,Semi-Furnished,1,Bangalore,2022-11-29,2022-12-14,15.0,11,4,2022
1068,Bannerghatta Road,Apartment,2,1,2540,136.0,5354.49,2022,2,Sold,Semi-Furnished,1,Bangalore,2023-06-18,2023-10-17,121.0,6,2,2023
1069,HSR Layout,Plot,3,1,3239,214.28,6615.49,2020,4,Sold,Furnished,1,Bangalore,2023-09-04,2024-01-24,142.0,9,3,2023
1070,Bannerghatta Road,Villa,2,1,2120,145.96,6884.92,2016,8,Available,Semi-Furnished,2,Bangalore,2022-04-11,,,4,2,2022
1071,Whitefield,Villa,3,4,1622,98.18,6052.75,2006,18,Sold,Unfurnished,1,Bangalore,2022-05-03,2022-08-07,96.0,5,2,2022
1072,HSR Layout,Villa,2,2,2390,155.29,6497.53,2004,20,Available,Unfurnished,2,Bangalore,2022-12-28,,,12,4,2022
1073,Yelahanka,Villa,3,3,3244,158.73,4893.09,2017,7,Available,Furnished,1,Bangalore,2022-09-17,,,9,3,2022
1074,Whitefield,Apartment,1,3,574,32.73,5701.47,2013,11,Under Negotiation,Unfurnished,0,Bangalore,2023-12-23,,,12,4,2023
1075,Marathahalli,Apartment,4,4,3545,251.19,7085.89,2012,12,Sold,Unfurnished,2,Bangalore,2022-04-08,2022-09-02,147.0,4,2,2022
1076,Electronic City,Independent House,2,1,3860,200.83,5202.87,2002,22,Sold,Furnished,2,Bangalore,2023-01-21,2023-04-07,76.0,1,1,2023
1077,Indiranagar,Villa,2,1,1823,128.02,7022.6,2002,22,Available,Furnished,0,Bangalore,2023-07-30,,,7,3,2023
1078,Bannerghatta Road,Plot,2,2,2104,120.98,5750.19,2009,15,Available,Unfurnished,0,Bangalore,2022-10-13,,,10,4,2022
1079,Hebbal,Apartment,3,2,2038,132.07,6480.33,2024,0,Available,Semi-Furnished,1,Bangalore,2023-12-17,,,12,4,2023
1080,Koramangala,Villa,2,4,3205,251.22,7838.4,2020,4,Available,Furnished,1,Bangalore,2023-09-18,,,9,3,2023
1081,Sarjapur Road,Villa,2,2,1324,84.94,6415.41,2014,10,Under Negotiation,Unfurnished,2,Bangalore,2023-12-20,,,12,4,2023
1082,BTM Layout,Villa,4,2,2574,164.54,6392.52,2018,6,Sold,Furnished,1,Bangalore,2022-08-17,2022-12-06,111.0,8,3,2022
1083,Hebbal,Apartment,2,2,2653,185.54,6993.65,2020,4,Available,Semi-Furnished,1,Bangalore,2023-11-04,,,11,4,2023
1084,Sarjapur Road,Apartment,3,2,1297,76.12,5868.73,2015,9,Available,Semi-Furnished,1,Bangalore,2023-01-04,,,1,1,2023
1085,Electronic City,Plot,3,3,2446,122.01,4988.23,2008,16,Sold,Furnished,1,Bangalore,2022-03-11,2022-08-22,164.0,3,1,2022
1086,Electronic City,Independent House,3,2,1801,100.84,5599.19,2018,6,Sold,Semi-Furnished,0,Bangalore,2022-08-21,2023-01-20,152.0,8,3,2022
1087,Jayanagar,Apartment,1,2,3468,230.82,6655.85,2012,12,Under Negotiation,Unfurnished,0,Bangalore,2023-09-24,,,9,3,2023
1088,Sarjapur Road,Villa,2,2,2870,174.96,6096.0,2017,7,Under Negotiation,Furnished,1,Bangalore,2023-08-29,,,8,3,2023
1089,HSR Layout,Plot,3,2,3269,269.83,8254.11,2011,13,Sold,Furnished,1,Bangalore,2022-04-09,2022-09-20,164.0,4,2,2022
1090,HSR Layout,Independent House,4,3,3043,210.3,6910.8,2021,3,Sold,Furnished,2,Bangalore,2022-07-11,2023-01-01,174.0,7,3,2022
1091,Indiranagar,Apartment,1,3,2406,201.69,8382.59,2007,17,Sold,Furnished,1,Bangalore,2023-03-13,2023-06-02,81.0,3,1,2023
1092,Electronic City,Apartment,2,3,1260,73.59,5840.37,2000,24,Sold,Unfurnished,1,Bangalore,2022-12-22,2023-02-02,42.0,12,4,2022
1093,Koramangala,Independent House,1,4,575,53.37,9282.33,2006,18,Available,Furnished,2,Bangalore,2023-01-28,,,1,1,2023
1094,Jayanagar,Independent House,1,1,3275,228.45,6975.49,2000,24,Sold,Semi-Furnished,2,Bangalore,2023-06-07,2023-09-16,101.0,6,2,2023
1095,Yelahanka,Apartment,3,4,1370,77.14,5630.85,2004,20,Available,Furnished,1,Bangalore,2022-09-12,,,9,3,2022
1096,Electronic City,Villa,2,3,1549,92.68,5983.1,2005,19,Sold,Unfurnished,1,Bangalore,2023-07-14,2023-12-28,167.0,7,3,2023
1097,Yelahanka,Independent House,3,1,1728,98.55,5703.2,2024,0,Available,Unfurnished,2,Bangalore,2023-04-17,,,4,2,2023
1098,BTM Layout,Plot,2,2,1007,66.88,6641.08,2015,9,Sold,Semi-Furnished,2,Bangalore,2022-09-13,2023-01-17,126.0,9,3,2022
1099,Bannerghatta Road,Apartment,3,1,2112,119.88,5676.1,2017,7,Available,Furnished,1,Bangalore,2022-11-26,,,11,4,2022
1100,BTM Layout,Plot,2,2,952,61.56,6465.96,2022,2,Sold,Furnished,1,Bangalore,2022-03-20,2022-05-06,47.0,3,1,2022
1101,Yelahanka,Apartment,3,2,2733,148.35,5428.05,2013,11,Sold,Semi-Furnished,1,Bangalore,2023-04-11,2023-09-23,165.0,4,2,2023
1102,Koramangala,Plot,2,2,2473,209.46,8469.96,2016,8,Under Negotiation,Unfurnished,1,Bangalore,2023-12-09,,,12,4,2023
1103,Marathahalli,Apartment,4,2,3789,242.41,6397.74,2016,8,Sold,Furnished,1,Bangalore,2023-06-08,2023-07-27,49.0,6,2,2023
1104,Koramangala,Villa,2,2,1811,132.8,7333.09,2008,16,Sold,Furnished,1,Bangalore,2023-03-13,2023-05-27,75.0,3,1,2023
1105,Electronic City,Apartment,3,2,1268,75.71,5971.12,2004,20,Sold,Unfurnished,0,Bangalore,2023-05-21,2023-07-20,60.0,5,2,2023
1106,Marathahalli,Apartment,2,2,2259,126.25,5588.78,2016,8,Sold,Furnished,0,Bangalore,2023-12-04,2024-03-18,105.0,12,4,2023
1107,Yelahanka,Apartment,1,1,3608,216.27,5994.22,2008,16,Available,Unfurnished,1,Bangalore,2023-04-12,,,4,2,2023
1108,Jayanagar,Apartment,2,3,932,66.01,7082.42,2015,9,Available,Unfurnished,0,Bangalore,2023-09-05,,,9,3,2023
1109,Jayanagar,Plot,3,1,3701,265.9,7184.42,2019,5,Sold,Semi-Furnished,2,Bangalore,2023-08-25,2024-01-01,129.0,8,3,2023
1110,Sarjapur Road,Apartment,5,3,1662,106.52,6409.18,2004,20,Available,Furnished,0,Bangalore,2023-04-28,,,4,2,2023
1111,Sarjapur Road,Villa,3,1,1601,112.75,7042.19,2023,1,Sold,Furnished,1,Bangalore,2022-07-30,2022-09-30,62.0,7,3,2022
1112,Electronic City,Apartment,4,1,1674,82.39,4921.65,2012,12,Available,Furnished,1,Bangalore,2023-02-23,,,2,1,2023
1113,Jayanagar,Villa,2,2,3300,231.91,7027.5,2016,8,Available,Semi-Furnished,1,Bangalore,2023-09-04,,,9,3,2023
1114,Bannerghatta Road,Apartment,2,2,2372,121.64,5128.25,2006,18,Sold,Semi-Furnished,1,Bangalore,2022-11-22,2023-03-31,129.0,11,4,2022
1115,BTM Layout,Apartment,2,3,2827,152.11,5380.53,2005,19,Available,Unfurnished,1,Bangalore,2022-11-17,,,11,4,2022
1116,Whitefield,Plot,2,1,2927,169.44,5789.03,2006,18,Sold,Unfurnished,1,Bangalore,2023-08-28,2023-10-23,56.0,8,3,2023
1117,Bannerghatta Road,Apartment,2,3,1117,72.51,6491.11,2021,3,Sold,Semi-Furnished,1,Bangalore,2022-11-01,2023-02-21,112.0,11,4,2022
1118,BTM Layout,Apartment,2,1,1237,65.44,5290.45,2006,18,Available,Furnished,1,Bangalore,2023-04-07,,,4,2,2023
1119,Jayanagar,Apartment,5,3,3683,229.31,6226.21,2024,0,Sold,Unfurnished,1,Bangalore,2022-09-07,2023-02-16,162.0,9,3,2022
1120,Indiranagar,Villa,3,3,3322,288.5,8684.44,2022,2,Under Negotiation,Furnished,1,Bangalore,2022-10-31,,,10,4,2022
1121,Indiranagar,Villa,2,3,2407,185.46,7705.07,2013,11,Sold,Semi-Furnished,0,Bangalore,2023-09-08,2023-12-05,88.0,9,3,2023
1122,HSR Layout,Apartment,3,3,2241,146.37,6531.64,2000,24,Available,Semi-Furnished,1,Bangalore,2023-04-11,,,4,2,2023
1123,Sarjapur Road,Independent House,1,3,3310,229.24,6925.56,2007,17,Available,Unfurnished,1,Bangalore,2022-12-15,,,12,4,2022
1124,Koramangala,Plot,5,3,2991,255.97,8557.89,2000,24,Available,Furnished,2,Bangalore,2022-06-04,,,6,2,2022
1125,Koramangala,Villa,2,2,3256,244.19,7499.82,2016,8,Sold,Unfurnished,1,Bangalore,2023-02-23,2023-05-02,68.0,2,1,2023
1126,HSR Layout,Villa,2,3,3489,215.16,6166.87,2023,1,Sold,Furnished,1,Bangalore,2023-11-06,2024-01-08,63.0,11,4,2023
1127,Electronic City,Villa,3,1,2069,117.45,5676.58,2014,10,Available,Semi-Furnished,1,Bangalore,2022-01-09,,,1,1,2022
1128,Koramangala,Independent House,3,2,3400,289.52,8515.29,2004,20,Sold,Semi-Furnished,1,Bangalore,2022-08-27,2022-10-26,60.0,8,3,2022
1129,BTM Layout,Apartment,5,2,3583,217.44,6068.57,2009,15,Sold,Furnished,1,Bangalore,2023-07-05,2023-09-10,67.0,7,3,2023
1130,Marathahalli,Apartment,2,2,617,40.88,6625.12,2003,21,Under Negotiation,Unfurnished,0,Bangalore,2022-08-23,,,8,3,2022
1131,Hebbal,Apartment,1,2,1342,85.01,6334.41,2023,1,Sold,Unfurnished,0,Bangalore,2023-10-02,2023-12-10,69.0,10,4,2023
1132,Hebbal,Independent House,5,2,2780,173.34,6235.22,2001,23,Under Negotiation,Unfurnished,0,Bangalore,2023-10-19,,,10,4,2023
1133,Whitefield,Apartment,3,2,2178,136.78,6279.97,2007,17,Sold,Unfurnished,1,Bangalore,2022-09-27,2023-01-10,105.0,9,3,2022
1134,Yelahanka,Apartment,3,3,2787,165.8,5948.97,2010,14,Sold,Furnished,1,Bangalore,2022-02-16,2022-05-12,85.0,2,1,2022
1135,Electronic City,Apartment,5,2,3690,207.26,5616.68,2017,7,Sold,Semi-Furnished,1,Bangalore,2022-12-03,2023-01-28,56.0,12,4,2022
1136,Bannerghatta Road,Apartment,3,2,3978,244.63,6149.52,2009,15,Sold,Semi-Furnished,1,Bangalore,2023-06-12,2023-11-18,159.0,6,2,2023
1137,Indiranagar,Apartment,1,2,3408,250.34,7345.53,2008,16,Available,Furnished,1,Bangalore,2022-03-20,,,3,1,2022
1138,Yelahanka,Apartment,4,3,3674,186.63,5079.79,2017,7,Available,Furnished,2,Bangalore,2022-08-14,,,8,3,2022
1139,Electronic City,Villa,2,3,1915,117.1,6114.87,2024,0,Sold,Semi-Furnished,1,Bangalore,2023-11-27,2024-04-10,135.0,11,4,2023
1140,Bannerghatta Road,Apartment,3,3,3338,213.12,6384.57,2008,16,Under Negotiation,Unfurnished,1,Bangalore,2023-06-04,,,6,2,2023
1141,Sarjapur Road,Villa,2,1,661,44.99,6805.76,2010,14,Available,Semi-Furnished,1,Bangalore,2022-08-30,,,8,3,2022
1142,Hebbal,Apartment,1,2,3371,224.17,6650.03,2006,18,Sold,Unfurnished,1,Bangalore,2022-04-23,2022-06-20,58.0,4,2,2022
1143,Bannerghatta Road,Independent House,4,2,1011,68.79,6803.88,2017,7,Available,Semi-Furnished,1,Bangalore,2023-12-04,,,12,4,2023
1144,Hebbal,Apartment,2,3,988,62.77,6353.26,2014,10,Under Negotiation,Semi-Furnished,0,Bangalore,2022-08-01,,,8,3,2022
1145,BTM Layout,Villa,3,2,582,33.7,5790.5,2014,10,Sold,Semi-Furnished,2,Bangalore,2022-10-22,2023-02-26,127.0,10,4,2022
1146,Bannerghatta Road,Apartment,3,2,548,29.38,5361.41,2003,21,Sold,Unfurnished,1,Bangalore,2022-08-22,2022-12-07,107.0,8,3,2022
1147,Hebbal,Apartment,3,1,3583,249.74,6970.03,2002,22,Available,Unfurnished,2,Bangalore,2022-08-17,,,8,3,2022
1148,Hebbal,Apartment,4,1,3536,238.62,6748.34,2012,12,Available,Furnished,1,Bangalore,2022-07-15,,,7,3,2022
1149,Sarjapur Road,Apartment,5,3,3352,211.9,6321.74,2016,8,Available,Unfurnished,0,Bangalore,2022-08-17,,,8,3,2022
1150,Whitefield,Apartment,2,2,2106,137.33,6520.69,2024,0,Sold,Unfurnished,2,Bangalore,2022-11-20,2023-02-12,84.0,11,4,2022
1151,Koramangala,Villa,2,2,1676,138.34,8254.01,2000,24,Sold,Semi-Furnished,0,Bangalore,2023-04-26,2023-07-26,91.0,4,2,2023
1152,Jayanagar,Villa,1,3,3265,207.72,6362.11,2016,8,Sold,Unfurnished,2,Bangalore,2023-08-21,2024-02-04,167.0,8,3,2023
1153,Whitefield,Villa,2,2,999,67.16,6722.98,2020,4,Sold,Semi-Furnished,1,Bangalore,2023-04-13,2023-10-05,175.0,4,2,2023
1154,BTM Layout,Independent House,1,3,1131,71.16,6291.8,2019,5,Sold,Unfurnished,1,Bangalore,2022-03-07,2022-06-08,93.0,3,1,2022
1155,Electronic City,Apartment,3,2,3662,195.02,5325.41,2012,12,Sold,Furnished,1,Bangalore,2022-06-01,2022-08-21,81.0,6,2,2022
1156,Indiranagar,Independent House,3,2,3009,246.18,8181.36,2011,13,Sold,Unfurnished,1,Bangalore,2022-02-26,2022-06-07,101.0,2,1,2022
1157,HSR Layout,Apartment,3,2,1853,121.22,6541.98,2010,14,Available,Unfurnished,1,Bangalore,2022-06-04,,,6,2,2022
1158,Marathahalli,Villa,1,3,933,53.5,5734.66,2021,3,Available,Semi-Furnished,1,Bangalore,2023-12-29,,,12,4,2023
1159,Electronic City,Apartment,3,2,1839,100.97,5490.51,2013,11,Sold,Unfurnished,1,Bangalore,2023-07-05,2023-12-05,153.0,7,3,2023
1160,HSR Layout,Apartment,3,2,813,51.26,6304.47,2023,1,Sold,Unfurnished,1,Bangalore,2023-12-01,2024-04-23,144.0,12,4,2023
1161,Electronic City,Apartment,3,3,1579,90.02,5700.85,2010,14,Sold,Unfurnished,2,Bangalore,2023-07-16,2023-10-09,85.0,7,3,2023
1162,Whitefield,Apartment,2,2,2631,185.6,7054.24,2001,23,Sold,Furnished,0,Bangalore,2022-03-06,2022-04-23,48.0,3,1,2022
1163,BTM Layout,Apartment,2,3,970,52.12,5373.56,2020,4,Available,Furnished,1,Bangalore,2022-10-13,,,10,4,2022
1164,Koramangala,Villa,4,1,3503,299.13,8539.35,2022,2,Available,Semi-Furnished,1,Bangalore,2022-12-02,,,12,4,2022
1165,Electronic City,Villa,2,3,2334,132.91,5694.39,2004,20,Sold,Semi-Furnished,1,Bangalore,2023-01-22,2023-06-23,152.0,1,1,2023
1166,Sarjapur Road,Plot,2,2,3987,287.52,7211.54,2009,15,Available,Unfurnished,1,Bangalore,2022-05-10,,,5,2,2022
1167,Koramangala,Villa,3,2,3964,337.48,8513.61,2021,3,Sold,Unfurnished,2,Bangalore,2022-12-22,2023-05-09,138.0,12,4,2022
1168,BTM Layout,Apartment,3,2,645,41.08,6369.64,2011,13,Sold,Furnished,0,Bangalore,2022-08-27,2022-09-17,21.0,8,3,2022
1169,Jayanagar,Villa,4,3,2537,149.7,5900.79,2004,20,Sold,Semi-Furnished,1,Bangalore,2023-01-16,2023-07-10,175.0,1,1,2023
1170,Whitefield,Plot,3,2,3052,228.25,7478.67,2009,15,Sold,Furnished,1,Bangalore,2023-02-06,2023-05-19,102.0,2,1,2023
1171,Whitefield,Apartment,3,3,3564,205.17,5756.67,2006,18,Sold,Unfurnished,1,Bangalore,2023-03-17,2023-06-08,83.0,3,1,2023
1172,Yelahanka,Apartment,3,2,1067,68.39,6409.94,2022,2,Under Negotiation,Furnished,0,Bangalore,2022-01-09,,,1,1,2022
1173,Bannerghatta Road,Apartment,3,2,3858,212.89,5518.12,2001,23,Available,Unfurnished,2,Bangalore,2023-06-04,,,6,2,2023
1174,Marathahalli,Apartment,3,3,3779,203.44,5383.39,2021,3,Available,Unfurnished,0,Bangalore,2023-10-01,,,10,4,2023
1175,Whitefield,Villa,2,2,776,55.49,7151.11,2000,24,Sold,Furnished,1,Bangalore,2023-06-30,2023-11-15,138.0,6,2,2023
1176,Koramangala,Villa,4,2,1588,151.86,9563.26,2012,12,Sold,Semi-Furnished,1,Bangalore,2023-05-11,2023-09-11,123.0,5,2,2023
1177,Sarjapur Road,Apartment,1,2,2333,175.13,7506.67,2002,22,Sold,Unfurnished,2,Bangalore,2023-06-04,2023-11-14,163.0,6,2,2023
1178,Sarjapur Road,Apartment,1,1,3591,267.76,7456.36,2015,9,Sold,Furnished,1,Bangalore,2023-01-22,2023-02-14,23.0,1,1,2023
1179,Electronic City,Apartment,3,4,3409,168.27,4935.93,2021,3,Sold,Unfurnished,0,Bangalore,2023-12-17,2024-01-01,15.0,12,4,2023
1180,Jayanagar,Apartment,4,2,3487,212.17,6084.61,2007,17,Under Negotiation,Semi-Furnished,1,Bangalore,2022-05-19,,,5,2,2022
1181,Jayanagar,Apartment,3,2,2725,207.06,7598.52,2009,15,Available,Semi-Furnished,1,Bangalore,2022-03-09,,,3,1,2022
1182,Electronic City,Apartment,2,4,644,36.11,5607.29,2018,6,Available,Furnished,1,Bangalore,2023-02-18,,,2,1,2023
1183,Yelahanka,Independent House,3,1,2313,124.06,5363.75,2024,0,Under Negotiation,Furnished,1,Bangalore,2023-06-09,,,6,2,2023
1184,Yelahanka,Apartment,3,4,3990,251.71,6308.63,2008,16,Sold,Semi-Furnished,1,Bangalore,2022-10-24,2023-02-27,126.0,10,4,2022
1185,Whitefield,Apartment,3,3,2968,216.72,7301.82,2008,16,Sold,Furnished,1,Bangalore,2022-09-27,2022-11-18,52.0,9,3,2022
1186,Bannerghatta Road,Apartment,2,2,3824,228.87,5985.13,2008,16,Under Negotiation,Unfurnished,1,Bangalore,2022-11-06,,,11,4,2022
1187,Marathahalli,Apartment,4,2,3852,261.99,6801.36,2018,6,Available,Semi-Furnished,1,Bangalore,2023-04-10,,,4,2,2023
1188,HSR Layout,Plot,4,2,3464,233.84,6750.43,2011,13,Under Negotiation,Furnished,1,Bangalore,2023-12-16,,,12,4,2023
1189,HSR Layout,Apartment,4,2,1570,125.85,8016.15,2011,13,Available,Furnished,2,Bangalore,2023-10-13,,,10,4,2023
1190,Yelahanka,Apartment,2,3,2957,145.97,4936.41,2005,19,Available,Semi-Furnished,0,Bangalore,2022-03-18,,,3,1,2022
1191,Marathahalli,Villa,2,3,3264,209.72,6425.35,2008,16,Available,Unfurnished,0,Bangalore,2022-06-01,,,6,2,2022
1192,Sarjapur Road,Independent House,3,2,542,37.29,6879.71,2007,17,Sold,Semi-Furnished,2,Bangalore,2022-02-28,2022-05-16,77.0,2,1,2022
1193,Sarjapur Road,Apartment,2,4,3903,288.73,7397.6,2014,10,Available,Semi-Furnished,1,Bangalore,2023-04-08,,,4,2,2023
1194,Hebbal,Apartment,1,2,1441,87.49,6071.32,2023,1,Available,Furnished,0,Bangalore,2023-07-18,,,7,3,2023
1195,Electronic City,Apartment,3,2,532,31.98,6011.4,2007,17,Sold,Furnished,1,Bangalore,2022-03-02,2022-06-13,103.0,3,1,2022
1196,BTM Layout,Apartment,1,4,2306,141.67,6143.53,2000,24,Sold,Furnished,2,Bangalore,2022-12-27,2023-04-02,96.0,12,4,2022
1197,Indiranagar,Villa,4,2,1294,100.94,7800.65,2010,14,Available,Unfurnished,1,Bangalore,2023-04-28,,,4,2,2023
1198,Jayanagar,Apartment,3,2,828,63.4,7656.89,2008,16,Sold,Furnished,1,Bangalore,2022-01-09,2022-02-05,27.0,1,1,2022
1199,Bannerghatta Road,Apartment,4,2,3973,205.49,5172.12,2018,6,Available,Semi-Furnished,1,Bangalore,2023-09-14,,,9,3,2023
1200,HSR Layout,Apartment,2,3,1879,152.21,8100.64,2019,5,Available,Semi-Furnished,2,Bangalore,2023-08-29,,,8,3,2023
1201,Bannerghatta Road,Apartment,4,2,1928,101.05,5240.99,2024,0,Sold,Furnished,2,Bangalore,2022-12-21,2023-04-30,130.0,12,4,2022
1202,Koramangala,Plot,2,2,1336,111.0,8308.15,2004,20,Sold,Semi-Furnished,1,Bangalore,2022-05-24,2022-07-10,47.0,5,2,2022
1203,Whitefield,Apartment,4,4,1923,112.87,5869.41,2014,10,Sold,Unfurnished,1,Bangalore,2022-07-02,2022-12-06,157.0,7,3,2022
1204,Indiranagar,Apartment,2,4,2250,167.02,7423.13,2016,8,Sold,Furnished,2,Bangalore,2022-04-03,2022-06-21,79.0,4,2,2022
1205,HSR Layout,Villa,3,2,3674,248.47,6762.99,2022,2,Sold,Semi-Furnished,1,Bangalore,2023-02-07,2023-07-23,166.0,2,1,2023
1206,BTM Layout,Apartment,2,1,2958,169.85,5742.1,2008,16,Under Negotiation,Unfurnished,0,Bangalore,2022-08-17,,,8,3,2022
1207,Whitefield,Villa,2,4,703,43.79,6229.23,2020,4,Under Negotiation,Unfurnished,0,Bangalore,2022-05-15,,,5,2,2022
1208,Marathahalli,Villa,3,4,3215,203.59,6332.35,2004,20,Under Negotiation,Semi-Furnished,0,Bangalore,2022-02-25,,,2,1,2022
1209,Bannerghatta Road,Plot,1,3,591,39.5,6683.03,2022,2,Under Negotiation,Furnished,1,Bangalore,2023-03-18,,,3,1,2023
1210,Marathahalli,Apartment,1,2,1509,95.84,6351.31,2010,14,Available,Unfurnished,1,Bangalore,2022-10-15,,,10,4,2022
1211,Electronic City,Villa,4,2,2362,138.06,5844.97,2008,16,Sold,Unfurnished,0,Bangalore,2022-06-29,2022-08-16,48.0,6,2,2022
1212,Yelahanka,Villa,3,2,864,56.08,6490.64,2020,4,Available,Unfurnished,0,Bangalore,2022-04-28,,,4,2,2022
1213,Whitefield,Apartment,4,2,1282,82.35,6423.65,2005,19,Sold,Semi-Furnished,1,Bangalore,2023-08-27,2024-01-13,139.0,8,3,2023
1214,Hebbal,Apartment,3,2,2233,157.0,7031.11,2013,11,Sold,Furnished,1,Bangalore,2022-05-29,2022-10-12,136.0,5,2,2022
1215,Indiranagar,Apartment,5,3,581,41.9,7212.44,2011,13,Sold,Furnished,2,Bangalore,2022-05-03,2022-08-18,107.0,5,2,2022
